DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST,DEP_TIME,DEP_DEL15,DEP_TIME_BLK,ARR_TIME,ARR_DEL15,CANCELLED,DIVERTED,DISTANCE,Unnamed: 21
18,5,YV,20378,YV,N88330,6353,12266,1226603,IAH,14100,1410005,PHL,1218.0,0.0,1200-1259,1622.0,0.0,0.0,0.0,1325.0,
2,3,NK,20416,NK,N684NK,380,11697,1169706,FLL,11433,1143302,DTW,2028.0,0.0,2000-2059,2322.0,0.0,0.0,0.0,1127.0,
22,2,DL,19790,DL,N939AT,1211,14747,1474703,SEA,14107,1410702,PHX,1540.0,1.0,1500-1559,1908.0,0.0,0.0,0.0,1107.0,
16,3,MQ,20398,MQ,N697AB,3941,13303,1330303,MIA,10994,1099402,CHS,826.0,0.0,0800-0859,1026.0,1.0,0.0,0.0,489.0,
16,3,NK,20416,NK,N637NK,406,15304,1530402,TPA,10529,1052906,BDL,1219.0,0.0,1200-1259,1457.0,0.0,0.0,0.0,1111.0,
11,5,UA,19977,UA,N76508,1297,12266,1226603,IAH,14843,1484306,SJU,954.0,0.0,0900-0959,1559.0,0.0,0.0,0.0,2007.0,
21,1,WN,19393,WN,N8556Z,234,12339,1233904,IND,11697,1169706,FLL,1632.0,0.0,1600-1659,1918.0,0.0,0.0,0.0,1005.0,
17,4,DL,19790,DL,N379DA,1011,14492,1449202,RDU,12892,1289208,LAX,651.0,0.0,0600-0659,952.0,1.0,0.0,0.0,2239.0,
23,3,AA,19805,AA,N206UW,685,11278,1127805,DCA,14107,1410702,PHX,1647.0,0.0,1600-1659,1957.0,0.0,0.0,0.0,1979.0,
23,3,WN,19393,WN,N484WN,225,14908,1490803,SNA,14893,1489302,SMF,1741.0,0.0,1700-1759,1903.0,0.0,0.0,0.0,404.0,
24,4,OO,20304,OO,N829SK,3766,13487,1348702,MSP,11986,1198603,GRR,1513.0,0.0,1500-1559,1735.0,0.0,0.0,0.0,408.0,
4,5,WN,19393,WN,N755SA,240,10599,1059904,BHM,11259,1125904,DAL,605.0,0.0,0600-0659,753.0,0.0,0.0,0.0,587.0,
18,5,UA,19977,UA,N24706,859,13930,1393007,ORD,14986,1498603,SRQ,1139.0,0.0,1100-1159,1519.0,0.0,0.0,0.0,1050.0,
18,5,DL,19790,DL,N874DN,2345,10397,1039707,ATL,10529,1052906,BDL,2140.0,0.0,2100-2159,2346.0,0.0,0.0,0.0,859.0,
12,6,MQ,20398,MQ,N684JW,4187,13930,1393007,ORD,14108,1410803,PIA,,,1600-1659,,,1.0,0.0,130.0,
21,1,B6,20409,B6,N348JB,1217,10721,1072102,BOS,12478,1247805,JFK,,,1500-1559,,,1.0,0.0,187.0,
7,1,OH,20397,OH,N508AE,5687,14100,1410005,PHL,11267,1126702,DAY,1924.0,0.0,1900-1959,2118.0,0.0,0.0,0.0,477.0,
22,2,AA,19805,AA,N913US,490,14100,1410005,PHL,13930,1393007,ORD,,,1700-1759,,,1.0,0.0,678.0,
29,2,AA,19805,AA,N519UW,2045,11057,1105703,CLT,12892,1289208,LAX,1758.0,0.0,1700-1759,2030.0,1.0,0.0,0.0,2125.0,
16,3,AS,19930,AS,N596AS,171,14107,1410702,PHX,10299,1029906,ANC,953.0,0.0,1000-1059,1343.0,0.0,0.0,0.0,2552.0,
20,7,AS,19930,AS,N528VA,1803,14771,1477104,SFO,14057,1405702,PDX,815.0,0.0,0800-0859,950.0,0.0,0.0,0.0,550.0,
19,6,WN,19393,WN,N7880D,2143,14893,1489302,SMF,10800,1080003,BUR,1616.0,0.0,1600-1659,1724.0,0.0,0.0,0.0,358.0,
22,2,DL,19790,DL,N986DL,2042,10397,1039707,ATL,11995,1199502,GSO,802.0,0.0,0800-0859,859.0,0.0,0.0,0.0,306.0,
6,7,MQ,20398,MQ,N658AE,3565,11995,1199502,GSO,13303,1330303,MIA,653.0,0.0,0700-0759,847.0,0.0,0.0,0.0,710.0,
25,5,AA,19805,AA,N660AW,1897,14100,1410005,PHL,11697,1169706,FLL,814.0,0.0,0800-0859,1153.0,1.0,0.0,0.0,992.0,
14,1,AS,19930,AS,N323AS,748,14747,1474703,SEA,15016,1501606,STL,1223.0,0.0,1200-1259,1828.0,0.0,0.0,0.0,1709.0,
4,5,NK,20416,NK,N656NK,721,14122,1412202,PIT,13204,1320402,MCO,817.0,0.0,0800-0859,1032.0,0.0,0.0,0.0,834.0,
12,6,WN,19393,WN,N561WN,5170,10821,1082106,BWI,14492,1449202,RDU,1829.0,0.0,1800-1859,1950.0,0.0,0.0,0.0,255.0,
11,5,9E,20363,9E,N928XJ,5368,12478,1247805,JFK,12451,1245102,JAX,2032.0,1.0,1900-1959,2250.0,0.0,0.0,0.0,828.0,
9,3,UA,19977,UA,N588UA,2044,14771,1477104,SFO,11618,1161802,EWR,1534.0,1.0,1500-1559,2336.0,1.0,0.0,0.0,2565.0,
13,7,DL,19790,DL,N988AT,2451,11057,1105703,CLT,10397,1039707,ATL,1741.0,0.0,1700-1759,1901.0,0.0,0.0,0.0,226.0,
15,2,WN,19393,WN,N552WN,2166,10397,1039707,ATL,13495,1349505,MSY,1341.0,0.0,1300-1359,1411.0,0.0,0.0,0.0,425.0,
31,4,AS,19930,AS,N592AS,77,11618,1161802,EWR,12892,1289208,LAX,1941.0,0.0,1900-1959,2246.0,0.0,0.0,0.0,2454.0,
18,5,OO,20304,OO,N262SY,3752,12953,1295304,LGA,11986,1198603,GRR,2350.0,1.0,2100-2159,200.0,1.0,0.0,0.0,618.0,
14,1,DL,19790,DL,N351NB,2432,12892,1289208,LAX,14747,1474703,SEA,1908.0,0.0,1900-1959,2149.0,0.0,0.0,0.0,954.0,
14,1,UA,19977,UA,N441UA,2381,13930,1393007,ORD,14679,1467903,SAN,1246.0,0.0,1200-1259,1510.0,0.0,0.0,0.0,1723.0,
23,3,AS,19930,AS,N318AS,645,14683,1468305,SAT,14747,1474703,SEA,1841.0,0.0,1800-1859,2132.0,0.0,0.0,0.0,1774.0,
29,2,WN,19393,WN,N419WN,1707,12191,1219102,HOU,13495,1349505,MSY,1927.0,0.0,1900-1959,2032.0,0.0,0.0,0.0,302.0,
7,1,YV,20378,YV,N510MJ,6012,10397,1039707,ATL,12264,1226402,IAD,1941.0,0.0,1900-1959,2119.0,0.0,0.0,0.0,534.0,
25,5,HA,19690,HA,N491HA,221,12402,1240203,ITO,12173,1217305,HNL,1210.0,0.0,1200-1259,1310.0,0.0,0.0,0.0,216.0,
1,2,WN,19393,WN,N407WN,748,13198,1319801,MCI,13232,1323202,MDW,,,1700-1759,,,1.0,0.0,405.0,
22,2,AA,19805,AA,N766US,2130,10721,1072102,BOS,11278,1127805,DCA,,,1000-1059,,,1.0,0.0,399.0,
5,6,OH,20397,OH,N720PS,5123,11641,1164102,FAY,11057,1105703,CLT,1234.0,0.0,1200-1259,1338.0,0.0,0.0,0.0,118.0,
16,3,WN,19393,WN,N7863A,723,10529,1052906,BDL,15304,1530402,TPA,641.0,0.0,0600-0659,933.0,0.0,0.0,0.0,1111.0,
21,1,AA,19805,AA,N129AA,256,12892,1289208,LAX,13930,1393007,ORD,832.0,0.0,0800-0859,1411.0,0.0,0.0,0.0,1744.0,
17,4,OO,20304,OO,N770SK,3801,11433,1143302,DTW,13232,1323202,MDW,1546.0,0.0,1500-1559,1612.0,0.0,0.0,0.0,228.0,
14,1,OO,20304,OO,N724SK,3205,11298,1129806,DFW,10747,1074706,BRO,2229.0,1.0,2100-2159,7.0,1.0,0.0,0.0,482.0,
25,5,DL,19790,DL,N189DN,587,13204,1320402,MCO,14869,1486903,SLC,725.0,0.0,0700-0759,1036.0,0.0,0.0,0.0,1931.0,
11,5,OO,20304,OO,N614SK,3578,14570,1457002,RNO,14869,1486903,SLC,1024.0,0.0,1000-1059,1304.0,0.0,0.0,0.0,422.0,
17,4,OO,20304,OO,N156SY,5744,12892,1289208,LAX,14689,1468902,SBA,2245.0,0.0,2200-2259,2334.0,0.0,0.0,0.0,89.0,
19,6,UA,19977,UA,N75861,2142,13204,1320402,MCO,13930,1393007,ORD,717.0,0.0,0700-0759,919.0,0.0,0.0,0.0,1005.0,
15,2,MQ,20398,MQ,N675AE,4094,11193,1119302,CVG,13930,1393007,ORD,705.0,0.0,0700-0759,744.0,0.0,0.0,0.0,264.0,
5,6,UA,19977,UA,N27503,494,12892,1289208,LAX,12266,1226603,IAH,1740.0,0.0,1700-1759,2240.0,0.0,0.0,0.0,1379.0,
13,7,DL,19790,DL,N930AT,2636,11433,1143302,DTW,11618,1161802,EWR,1358.0,0.0,1400-1459,1540.0,0.0,0.0,0.0,488.0,
27,7,WN,19393,WN,N465WN,4448,11259,1125904,DAL,10423,1042302,AUS,1306.0,0.0,1300-1359,1355.0,0.0,0.0,0.0,189.0,
4,5,9E,20363,9E,N607LR,5041,10397,1039707,ATL,13367,1336705,MLI,1541.0,0.0,1500-1559,1627.0,0.0,0.0,0.0,633.0,
1,2,AA,19805,AA,N817AW,1830,12889,1288903,LAS,11057,1105703,CLT,1004.0,0.0,1000-1059,1705.0,0.0,0.0,0.0,1916.0,
16,3,MQ,20398,MQ,N622AE,3844,13303,1330303,MIA,15249,1524906,TLH,1724.0,0.0,1700-1759,1851.0,0.0,0.0,0.0,402.0,
7,1,AS,19930,AS,N481AS,616,14747,1474703,SEA,12889,1288903,LAS,1954.0,0.0,1900-1959,2222.0,0.0,0.0,0.0,867.0,
23,3,YX,20452,YX,N873RW,5873,11066,1106606,CMH,11433,1143302,DTW,,,0600-0659,,,1.0,0.0,155.0,
29,2,YV,20378,YV,N88331,6339,15376,1537604,TUS,12266,1226603,IAH,1205.0,0.0,1200-1259,1512.0,0.0,0.0,0.0,936.0,
15,2,WN,19393,WN,N8319F,2140,12889,1288903,LAS,13796,1379608,OAK,1011.0,0.0,1000-1059,1148.0,0.0,0.0,0.0,407.0,
3,4,G4,20368,G4,228NV,846,14112,1411206,PIE,14108,1410803,PIA,640.0,0.0,0600-0659,802.0,0.0,0.0,0.0,965.0,
21,1,AA,19805,AA,N107US,1944,11057,1105703,CLT,12451,1245102,JAX,918.0,0.0,0900-0959,1029.0,0.0,0.0,0.0,328.0,
10,4,WN,19393,WN,N716SW,523,13198,1319801,MCI,13342,1334207,MKE,835.0,0.0,0800-0859,948.0,0.0,0.0,0.0,436.0,
16,3,MQ,20398,MQ,N694AE,3393,13303,1330303,MIA,10599,1059904,BHM,2142.0,0.0,2100-2159,2303.0,0.0,0.0,0.0,661.0,
16,3,F9,20436,F9,N311FR,1514,14771,1477104,SFO,10397,1039707,ATL,1357.0,1.0,1000-1059,2133.0,1.0,0.0,0.0,2139.0,
29,2,OO,20304,OO,N289SY,4130,14100,1410005,PHL,10721,1072102,BOS,1659.0,0.0,1700-1759,1811.0,0.0,0.0,0.0,280.0,
17,4,AS,19930,AS,N363VA,1023,12478,1247805,JFK,14771,1477104,SFO,923.0,0.0,0900-0959,1256.0,0.0,0.0,0.0,2586.0,
2,3,EV,20366,EV,N16170,4140,12266,1226603,IAH,11109,1110902,COS,943.0,0.0,0900-0959,1109.0,0.0,0.0,0.0,809.0,
8,2,WN,19393,WN,N8678E,6399,15304,1530402,TPA,14122,1412202,PIT,703.0,0.0,0700-0759,915.0,0.0,0.0,0.0,873.0,
2,3,OH,20397,OH,N525EA,5102,12448,1244807,JAN,11057,1105703,CLT,1108.0,1.0,1000-1059,1346.0,0.0,0.0,0.0,562.0,
25,5,EV,20366,EV,N12564,4180,14307,1430705,PVD,13930,1393007,ORD,1853.0,1.0,1600-1659,2051.0,1.0,0.0,0.0,849.0,
25,5,YX,20452,YX,N860RW,5878,12953,1295304,LGA,11057,1105703,CLT,1758.0,1.0,1700-1759,2012.0,1.0,0.0,0.0,544.0,
18,5,WN,19393,WN,N7750A,1298,14122,1412202,PIT,13204,1320402,MCO,545.0,0.0,0001-0559,744.0,0.0,0.0,0.0,834.0,
8,2,OO,20304,OO,N750SK,3297,13930,1393007,ORD,13931,1393102,ORF,1854.0,0.0,1800-1859,2142.0,0.0,0.0,0.0,717.0,
23,3,WN,19393,WN,N8695D,6399,15304,1530402,TPA,14122,1412202,PIT,703.0,0.0,0700-0759,907.0,0.0,0.0,0.0,873.0,
30,3,AS,19930,AS,N461AS,766,12173,1217305,HNL,12892,1289208,LAX,1553.0,1.0,1500-1559,2319.0,1.0,0.0,0.0,2556.0,
30,3,OO,20304,OO,N874AS,5171,12899,1289902,LBF,11292,1129202,DEN,1353.0,0.0,1400-1459,1358.0,0.0,0.0,0.0,228.0,
14,1,WN,19393,WN,N790SW,426,12953,1295304,LGA,10693,1069302,BNA,1619.0,0.0,1600-1659,1738.0,0.0,0.0,0.0,764.0,
11,5,OO,20304,OO,N244SY,3661,14869,1486903,SLC,11648,1164802,FCA,1110.0,0.0,1100-1159,,,0.0,1.0,531.0,
21,1,EV,20366,EV,N48901,4087,12266,1226603,IAH,15624,1562404,VPS,1220.0,0.0,1200-1259,1358.0,0.0,0.0,0.0,528.0,
17,4,UA,19977,UA,N37267,1086,14107,1410702,PHX,13930,1393007,ORD,822.0,0.0,0800-0859,1300.0,1.0,0.0,0.0,1440.0,
21,1,WN,19393,WN,N7847A,2075,14107,1410702,PHX,13851,1385103,OKC,1231.0,1.0,1200-1259,1516.0,0.0,0.0,0.0,833.0,
18,5,AA,19805,AA,N946NN,2571,14100,1410005,PHL,13303,1330303,MIA,1528.0,0.0,1500-1559,1831.0,0.0,0.0,0.0,1013.0,
18,5,NK,20416,NK,N611NK,197,12953,1295304,LGA,11697,1169706,FLL,1256.0,1.0,1200-1259,1632.0,1.0,0.0,0.0,1076.0,
4,5,B6,20409,B6,N715JB,1166,12954,1295407,LGB,14893,1489302,SMF,1419.0,1.0,1200-1259,1536.0,1.0,0.0,0.0,387.0,
6,7,AS,19930,AS,N531AS,823,14747,1474703,SEA,14893,1489302,SMF,541.0,0.0,0001-0559,722.0,0.0,0.0,0.0,605.0,
27,7,9E,20363,9E,N391CA,3290,10397,1039707,ATL,14814,1481402,SHV,1615.0,0.0,1600-1659,1654.0,0.0,0.0,0.0,551.0,
28,1,UA,19977,UA,N780UA,383,12173,1217305,HNL,11292,1129202,DEN,2112.0,0.0,2100-2159,638.0,0.0,0.0,0.0,3365.0,
13,7,EV,20366,EV,N13989,4100,11618,1161802,EWR,13931,1393102,ORF,1514.0,0.0,1500-1559,1642.0,0.0,0.0,0.0,284.0,
4,5,OO,20304,OO,N281SY,3714,12953,1295304,LGA,10693,1069302,BNA,1654.0,0.0,1600-1659,1825.0,0.0,0.0,0.0,764.0,
18,5,YV,20378,YV,N80348,6138,14683,1468305,SAT,12264,1226402,IAD,1230.0,1.0,1200-1259,1631.0,1.0,0.0,0.0,1362.0,
25,5,EV,20366,EV,N11551,4052,11618,1161802,EWR,11986,1198603,GRR,828.0,0.0,0800-0859,1033.0,0.0,0.0,0.0,605.0,
20,7,OO,20304,OO,N928EV,5730,11292,1129202,DEN,14869,1486903,SLC,2013.0,0.0,2000-2059,2145.0,0.0,0.0,0.0,391.0,
10,4,UA,19977,UA,N15710,556,13930,1393007,ORD,10529,1052906,BDL,1427.0,0.0,1400-1459,1728.0,0.0,0.0,0.0,783.0,
10,4,AS,19930,AS,N851VA,1800,14057,1405702,PDX,12892,1289208,LAX,1658.0,0.0,1600-1659,1936.0,1.0,0.0,0.0,834.0,
8,2,HA,19690,HA,N481HA,345,13830,1383002,OGG,12173,1217305,HNL,1634.0,0.0,1600-1659,1711.0,0.0,0.0,0.0,100.0,
3,4,EV,20366,EV,N17185,4387,12266,1226603,IAH,10747,1074706,BRO,1452.0,1.0,1400-1459,1622.0,1.0,0.0,0.0,308.0,
5,6,AA,19805,AA,N303RE,1530,12953,1295304,LGA,13303,1330303,MIA,741.0,0.0,0700-0759,1128.0,1.0,0.0,0.0,1096.0,
17,4,DL,19790,DL,N910DU,956,13487,1348702,MSP,14107,1410702,PHX,652.0,0.0,0600-0659,910.0,0.0,0.0,0.0,1276.0,
21,1,EV,20366,EV,N12166,4353,10185,1018502,AEX,12266,1226603,IAH,723.0,0.0,0700-0759,847.0,0.0,0.0,0.0,190.0,
22,2,B6,20409,B6,N585JB,136,14107,1410702,PHX,12478,1247805,JFK,,,2200-2259,,,1.0,0.0,2153.0,
3,4,UA,19977,UA,N497UA,1223,13930,1393007,ORD,10721,1072102,BOS,1950.0,0.0,1900-1959,2258.0,0.0,0.0,0.0,867.0,
16,3,MQ,20398,MQ,N825AE,3787,12339,1233904,IND,12478,1247805,JFK,1307.0,1.0,1200-1259,1502.0,1.0,0.0,0.0,665.0,
31,4,WN,19393,WN,N8687A,1813,13204,1320402,MCO,13232,1323202,MDW,2159.0,1.0,2100-2159,2345.0,1.0,0.0,0.0,990.0,
17,4,OO,20304,OO,N174SY,3312,11259,1125904,DAL,14057,1405702,PDX,659.0,0.0,0700-0759,907.0,0.0,0.0,0.0,1626.0,
17,4,AS,19930,AS,N588AS,358,14831,1483106,SJC,14747,1474703,SEA,726.0,0.0,0700-0759,922.0,0.0,0.0,0.0,696.0,
3,4,AA,19805,AA,N829NN,2213,13930,1393007,ORD,14635,1463502,RSW,1825.0,0.0,1800-1859,2216.0,0.0,0.0,0.0,1120.0,
24,4,OH,20397,OH,N237PS,5562,10599,1059904,BHM,11278,1127805,DCA,753.0,1.0,0600-0659,1109.0,1.0,0.0,0.0,653.0,
12,6,F9,20436,F9,N322FR,123,11298,1129806,DFW,11292,1129202,DEN,543.0,0.0,0001-0559,645.0,0.0,0.0,0.0,641.0,
25,5,OO,20304,OO,N246SY,3584,14869,1486903,SLC,14489,1448902,RDM,2220.0,0.0,2200-2259,2252.0,0.0,0.0,0.0,525.0,
26,6,UA,19977,UA,N78506,2158,11292,1129202,DEN,13303,1330303,MIA,802.0,0.0,0700-0759,1329.0,0.0,0.0,0.0,1709.0,
10,4,AA,19805,AA,N752US,456,13198,1319801,MCI,14107,1410702,PHX,1403.0,0.0,1400-1459,1603.0,0.0,0.0,0.0,1044.0,
8,2,WN,19393,WN,N251WN,1511,13487,1348702,MSP,13232,1323202,MDW,1250.0,0.0,1200-1259,1405.0,0.0,0.0,0.0,349.0,
16,3,DL,19790,DL,N721TW,1441,12478,1247805,JFK,14869,1486903,SLC,1553.0,0.0,1500-1559,1930.0,0.0,0.0,0.0,1990.0,
9,3,WN,19393,WN,N8534Z,2239,14771,1477104,SFO,13232,1323202,MDW,550.0,0.0,0001-0559,1151.0,0.0,0.0,0.0,1855.0,
23,3,AA,19805,AA,N898NN,1100,13204,1320402,MCO,13930,1393007,ORD,1933.0,1.0,1900-1959,2113.0,0.0,0.0,0.0,1005.0,
20,7,YV,20378,YV,N85323,6246,12953,1295304,LGA,12266,1226603,IAH,,,1000-1059,,,1.0,0.0,1416.0,
6,7,AA,19805,AA,N928NN,2566,11298,1129806,DFW,14869,1486903,SLC,1624.0,0.0,1600-1659,1801.0,0.0,0.0,0.0,989.0,
30,3,WN,19393,WN,N8541W,1757,11259,1125904,DAL,12889,1288903,LAS,622.0,0.0,0600-0659,709.0,0.0,0.0,0.0,1067.0,
14,1,UA,19977,UA,N17126,699,11618,1161802,EWR,14679,1467903,SAN,1950.0,0.0,1900-1959,2309.0,0.0,0.0,0.0,2425.0,
8,2,WN,19393,WN,N8619F,1317,13296,1329604,MHT,15304,1530402,TPA,732.0,0.0,0700-0759,1114.0,0.0,0.0,0.0,1204.0,
17,4,OH,20397,OH,N586NN,5188,11057,1105703,CLT,11252,1125203,DAB,1142.0,0.0,1100-1159,1306.0,0.0,0.0,0.0,416.0,
25,5,WN,19393,WN,N8701Q,2290,10821,1082106,BWI,10423,1042302,AUS,841.0,0.0,0800-0859,1146.0,0.0,0.0,0.0,1342.0,
28,1,UA,19977,UA,N18119,408,12266,1226603,IAH,11618,1161802,EWR,724.0,0.0,0700-0759,1134.0,0.0,0.0,0.0,1400.0,
5,6,YX,20452,YX,N136HQ,4423,14100,1410005,PHL,12339,1233904,IND,1511.0,0.0,1500-1559,1709.0,0.0,0.0,0.0,588.0,
13,7,OH,20397,OH,N546FF,5294,11278,1127805,DCA,11423,1142307,DSM,2117.0,1.0,2000-2059,22.0,1.0,0.0,0.0,897.0,
10,4,DL,19790,DL,N354DN,2944,12953,1295304,LGA,10397,1039707,ATL,653.0,0.0,0700-0759,911.0,0.0,0.0,0.0,762.0,
14,1,OO,20304,OO,N152SY,5202,11292,1129202,DEN,15041,1504102,SUN,1139.0,0.0,1100-1159,1331.0,0.0,0.0,0.0,557.0,
7,1,DL,19790,DL,N968AT,2376,12217,1221702,HSV,10397,1039707,ATL,1341.0,0.0,1300-1359,1533.0,0.0,0.0,0.0,151.0,
30,3,DL,19790,DL,N366NW,2803,10721,1072102,BOS,15304,1530402,TPA,1807.0,1.0,1500-1559,2157.0,1.0,0.0,0.0,1185.0,
26,6,AA,19805,AA,N807AW,861,11298,1129806,DFW,12094,1209402,HDN,1042.0,0.0,1000-1059,1217.0,0.0,0.0,0.0,769.0,
9,3,AA,19805,AA,N9619V,2343,13871,1387102,OMA,11298,1129806,DFW,926.0,0.0,0900-0959,1118.0,0.0,0.0,0.0,583.0,
9,3,B6,20409,B6,N184JB,440,11042,1104205,CLE,10721,1072102,BOS,1013.0,0.0,1000-1059,1200.0,0.0,0.0,0.0,563.0,
27,7,AA,19805,AA,N562UW,1870,14100,1410005,PHL,11697,1169706,FLL,1523.0,0.0,1500-1559,1826.0,0.0,0.0,0.0,992.0,
9,3,WN,19393,WN,N249WN,2291,11540,1154005,ELP,14683,1468305,SAT,608.0,0.0,0600-0659,828.0,0.0,0.0,0.0,496.0,
10,4,WN,19393,WN,N245WN,1998,14057,1405702,PDX,13796,1379608,OAK,1025.0,0.0,1000-1059,1213.0,0.0,0.0,0.0,543.0,
8,2,OH,20397,OH,N517AE,5127,13930,1393007,ORD,15016,1501606,STL,710.0,0.0,0700-0759,822.0,0.0,0.0,0.0,258.0,
3,4,WN,19393,WN,N966WN,2324,10693,1069302,BNA,13232,1323202,MDW,1348.0,1.0,1300-1359,1511.0,1.0,0.0,0.0,395.0,
26,6,DL,19790,DL,N360DN,2823,10397,1039707,ATL,13487,1348702,MSP,829.0,0.0,0800-0859,1004.0,0.0,0.0,0.0,907.0,
25,5,OO,20304,OO,N917SW,5147,10967,1096702,CGI,14006,1400602,PAH,546.0,0.0,0600-0659,627.0,0.0,0.0,0.0,45.0,
2,3,B6,20409,B6,N606JB,499,12953,1295304,LGA,13204,1320402,MCO,2104.0,0.0,2100-2159,2342.0,0.0,0.0,0.0,950.0,
18,5,WN,19393,WN,N7722B,1312,15304,1530402,TPA,12339,1233904,IND,,,1900-1959,,,1.0,0.0,837.0,
11,5,DL,19790,DL,N962DN,1648,14730,1473003,SDF,10397,1039707,ATL,553.0,0.0,0600-0659,727.0,0.0,0.0,0.0,321.0,
28,1,OH,20397,OH,N237PS,5063,11278,1127805,DCA,15412,1541205,TYS,1252.0,0.0,1200-1259,1417.0,0.0,0.0,0.0,437.0,
15,2,WN,19393,WN,N462WN,279,12191,1219102,HOU,10994,1099402,CHS,1532.0,0.0,1500-1559,1836.0,0.0,0.0,0.0,928.0,
7,1,AA,19805,AA,N9002U,54,11503,1150305,EGE,11298,1129806,DFW,821.0,0.0,0800-0859,1147.0,1.0,0.0,0.0,721.0,
13,7,OH,20397,OH,N571NN,5398,11057,1105703,CLT,11996,1199603,GSP,1818.0,0.0,1800-1859,1902.0,0.0,0.0,0.0,75.0,
21,1,AA,19805,AA,N324RN,1411,13930,1393007,ORD,13303,1330303,MIA,544.0,0.0,0001-0559,926.0,0.0,0.0,0.0,1197.0,
22,2,DL,19790,DL,N911DL,1850,10397,1039707,ATL,13931,1393102,ORF,949.0,0.0,0900-0959,1118.0,0.0,0.0,0.0,516.0,
6,7,YX,20452,YX,N650RW,3577,12339,1233904,IND,13930,1393007,ORD,2008.0,0.0,2000-2059,2023.0,0.0,0.0,0.0,177.0,
